iata	airport	city	country	prominent
BDL	Bradley International	Windsor Locks	United States	true
BDM	Bandirma	Bandirma	Turkey	false
BDN	Talhar	Badin	Pakistan	false
BDO	Husein Sastranegara	Bandung	Indonesia	false
BDP	Bhadrapur	Bhadrapur	Nepal	false
BDQ	Vadodara	Vadodara	India	true
BDR	Igor I. Sikorsky Memorial	Bridgeport	United States	false
BDS	Papola Casale	Brindisi	Italy	false
BDT	Gbadolite	Gbadolite	Democratic Republic of the Congo	false
BDU	Bardufoss	Bardufoss	Norway	false
BDV	Moba	Moba	Democratic Republic of the Congo	false
BDW	Bedford Downs	Bedford Downs	Australia	false
BDX	Broadus	Broadus	United States	false
BDY	State	Bandon	United States	false
BDZ	Baindoung	Baindoung	Papua New Guinea	false
BEB	Benbecula	Benbecula	United Kingdom	false
BEC	Beech	Wichita	United States	false
BED	Hanscom Field	Bedford	United States	false
BEE	Beagle Bay	Beagle Bay	Australia	false
BEF	Bluefields	Bluefields	Nicaragua	false
BEG	Belgrade Nikola Tesla	Belgrade	Serbia	true
BEH	Ross Field	Benton Harbor	United States	false
BEI	Beica	Beica	Ethiopia	false
BEJ	Kalimaru	Tanjung Redep	Indonesia	false
BEK	Bareli	Bareli	India	false
BEL	Val De Cans	Belem	Brazil	true
BEN	Benina International	Benghazi	Libya	false
BEO	Belmont	Newcastle	Australia	false
BEP	Bellary	Bellary	India	false
BEQ	Honington	Bury St Edmunds	United Kingdom	false
BER	Berlin Brandenburg Airport	Berlin	Germany	true
BES	Brest Lesquin	Brest	France	false
BET	Bethel Airport	Bethel	United States	false
BEU	Bedourie	Bedourie	Australia	false
BEV	Beer Sheba	Beer Sheba	Israel	false
BEW	Beira	Beira	Mozambique	false
BEX	Benson (RAF Station)	Benson	United Kingdom	false
BEY	Beirut Rafic Hariri International Airport	Beirut	Lebanon	true
BEZ	Beru	Beru	Kiribati	false
BFA	Bahia Negra	Bahia Negra	Paraguay	false
BFB	Blue Fox Bay	Blue Fox Bay	United States	false
BFC	Bloomfield	Bloomfield	Australia	false
BFD	Bradford	Bradford	United States	false
BFE	Bielefeld	Bielefeld	Germany	false
BFF	Western Neb. Regional	Scottsbluff	United States	false
BFG	Bullfrog Basin	Bullfrog Basin	United States	false
BFH	Bacacheri	Curitiba.	Brazil	false
BFI	Boeing Field/King County International Airport	Seattle	United States	false
BFK	Buffalo Municipal Airport	Denver	United States	false
BFL	Meadows Field	Bakersfield	United States	false
BFM	Mobile Downtown	Mobile	United States	false
BFN	Bloemfontein International	Bloemfontein	South Africa	true
BFO	Buffalo Range	Buffalo Range	Zimbabwe	false
BFP	Beaver Falls	Beaver Falls	United States	false
BFQ	Bahia Pinas	Bahia Pinas	Panama	false
BFR	Virgil I Grissom Municipalcipal	Bedford	United States	false
BFS	Aldergrove International Airport	Belfast	United Kingdom	false
BFT	County	Beaufort	United States	false
BFU	Bengbu	Bengbu	China	false
BFV	Buri Ram	Buri Ram	Thailand	false
BFW	Sidi Belabbes	Sidi Belabbes	Algeria	false
BFX	Bafoussam	Bafoussam	Cameroon	false
BGA	Palo Negro	Bucaramanga	Colombia	true
BGB	Booue	Booue	Gabon	false
BGC	Braganca	Braganca	Portugal	false
BGD	Borger	Borger	United States	false
BGE	Decatur County	Bainbridge	United States	false
BGF	Bangui	Bangui	Central African Republic	false
BGG	Bongouanou	Bongouanou	Turkey	false
BGH	Abbaye	Boghe	Mauritania	false
BGI	Grantley Adams International	Bridgetown	Barbados	true
BGJ	Borgarfjordur Eystri	Borgarfjordur Eystri	Iceland	false
BGK	Big Creek	Big Creek	Belize	false
BGL	Baglung	Baglung	Nepal	false
BGM	Greater Binghamton	Binghamton	United States	false
BGO	Bergen Airport, Flesland	Bergen	Norway	false
BGP	Bongo	Bongo	Gabon	false
BGQ	Big Lake	Big Lake	United States	false
BGR	Bangor International Airport	Bangor	United States	false
BGS	Webb AFB	Big Spring	United States	false
BGT	Bagdad	Bagdad	United States	false
BGU	Bangassou	Bangassou	Central African Republic	false
BGV	Bento Goncalves	Bento Goncalves	Brazil	false
BGW	Baghdad International	Baghdad	Iraq	true
BGX	Airport Cmdt. Gustavo Kraemer	Bage	Brazil	false
BGY	Bergamo - Orio al Serio	Milan	Italy	true
BGZ	Braga	Braga	Portugal	false
BHA	Bahia De Caraquez	Bahia De Caraquez	Ecuador	false
BHB	Bar Harbor	Bar Harbor	United States	false
BHC	Bhurban Heliport	Bhurban	Pakistan	false
BHD	George Best Belfast City	Belfast	United Kingdom	true
BHE	Woodbourne Air Station	Blenheim	New Zealand	false
BHF	Bahia Cupica	Bahia Cupica	Colombia	false
BHG	Brus Laguna	Brus Laguna	Honduras	false
BHH	Bisha	Bisha	Saudi Arabia	true
BHI	Comandante Espora	Bahia Blanca	Argentina	false
BHJ	Rudra Mata	Bhuj	India	false
BHK	Bukhara	Bukhara	Uzbekistan	false
BHL	Bahia Angeles	Bahia Angeles	Mexico	false
BHM	Birmingham	Birmingham	United States	false
BHN	Beihan	Beihan	Yemen	false
BHO	Raja Bhoj	Bhopal	India	true
BHP	Bhojpur	Bhojpur	Nepal	false
BHQ	Broken Hill	Broken Hill	Australia	false
BHR	Bharatpur Airport	Bharatpur	Nepal	false
BHS	Raglan	Bathurst	Australia	false
BHT	Brighton Downs	Brighton Downs	Australia	false
BHU	Bhavnagar	Bhavnagar	India	false
BHV	Bahawalpur	Bahawalpur	Pakistan	false
BHW	Bhagatanwala Airport	Sargodha	Pakistan	false
BHX	Birmingham Airport	Birmingham	United Kingdom	true
BHY	Beihai	Beihai	China	false
BIA	Poretta	Bastia	France	false
BIB	Baidoa	Baidoa	Somalia	false
BIC	Big Creek	Big Creek	United States	false
BID	Block Island	Block Island	United States	false
BIE	Beatrice	Beatrice	United States	false
BIF	Biggs AAF	El Paso	United States	false
BIG	Intermediate Field	Big Delta	United States	false
BIH	Bishop	Bishop	United States	false
BII	Enyu Airfield	Bikini Atoll	Marshall Islands	false
BIK	Frans Kaisepo	Biak	Indonesia	false
BIL	Billings	Billings	United States	false
BIM	International	Bimini	Bahamas	false
BIN	Bamiyan	Bamiyan	Afghanistan	false
BIO	Bilbao	Bilbao	Spain	true
BIP	Bulimba	Bulimba	Australia	false
BIQ	Biarritz Parme	Biarritz	France	false
BIR	Biratnagar	Biratnagar	Nepal	false
BIS	Bismarck	Bismarck	United States	false
BIT	Baitadi	Baitadi	Nepal	false
BIU	Bildudalur	Bildudalur	Iceland	false
BIV	Bria	Bria	Central African Republic	false
BIW	Billiluna	Billiluna	Australia	false
BIX	Keesler AFB	Biloxi	United States	false
BIY	Bisho	Bisho	South Africa	false
BJA	Bejaia	Bejaia	Algeria	false
BJB	Bojnord	Bojnord	Iran	false
BJC	Jeffco	Broomfield	United States	false
BJD	Bakkafjordur	Bakkafjordur	Iceland	false
BJE	Baleela	Baleela	Sudan	false
BJF	Batsfjord	Batsfjord	Norway	false
BJG	Bolaang	Bolaang	Indonesia	false
BJH	Bajhang	Bajhang	Nepal	false
BJI	Bemidji	Bemidji	United States	false
BJJ	Wayne County	Wooster	United States	false
BJK	Benjina	Benjina	Indonesia	false
BJL	Yundum International	Banjul	Gambia	false
BJM	International	Bujumbura	Burundi	false
BJN	Bajone	Bajone	Mozambique	false
BJO	Bermejo	Bermejo	Bolivia	false
BJP	Braganca Paulista	Braganca Paulista	Brazil	false
BJQ	Bahja	Bahja	Oman	false
BJR	Bahar Dar	Bahar Dar	Ethiopia	false
BJT	Bentota River	Bentota River	Sri Lanka	false
BJU	Bajura Airport	Bajura	Nepal	false
BJV	Milas	Milas	Turkey	true
BJW	Bajawa	Bajawa	Indonesia	false
BJX	Del Bajio International	León	Mexico	false
BJY	Batajnica	Belgrade	Serbia	false
BJZ	Talaveral La Real	Badajoz	Spain	false
BKB	Bikaner	Bikaner	India	false
BKC	Buckland	Buckland	United States	false
BKD	Stephens County	Breckenridge	United States	false
BKE	Baker	Baker	United States	false
BKF	Lake Brooks SPB	Katmai National Park	United States	false
BKG	Branson	Branson	United States	false
BKH	Barking Sands PMRF	Kekaha	United States	false
BKI	Kota-Kinabalu International Airport	Kota-Kinabalu	Malaysia	true
BKJ	Boke	Boke	Guinea	false
BKK	Suvarnabhumi International	Bangkok	Thailand	true
BKL	Burke Lakefront	Cleveland	United States	false
BKM	Bakalalan	Bakalalan	Malaysia	false
BKO	Senou International Airport	Bamako	Mali	true
BKP	Barkly Downs	Barkly Downs	Australia	false
BKQ	Blackall	Blackall	Australia	false
BKR	Bokoro	Bokoro	Chad	false
BKS	Padangkemiling	Bengkulu	Indonesia	false
BKT	Blackstone AAF	Blackstone	United States	false
BKU	Betioky	Betioky	Madagascar	false
BKW	Beckley	Beckley	United States	false
BKX	Brookings	Brookings	United States	false
BKY	Kavumu	Bukavu	Democratic Republic of the Congo	false
BKZ	Bukoba	Bukoba	Tanzania	false
BLA	Gen J A Anzoategui	Barcelona	Venezuela	false
BLB	Balboa	Balboa	Panama	false
BLC	Bamenda	Bali	Cameroon	false
BLD	Boulder City	Las Vegas	United States	false
BLE	Dala Airport	Borlange	Sweden	false
BLF	Princeton	Princeton	United States	false
BLG	Belaga	Belaga	Malaysia	false
BLH	Blythe	Blythe	United States	false
BLI	Bellingham	Bellingham	United States	false
BLJ	Batna	Batna	Algeria	false
BLK	Blackpool Airport	Blackpool	United Kingdom	false
BLL	Billund	Billund	Denmark	true
BLM	Monmouth Executive Airport	Belmar - Farmingdale	United States	false
BLN	Benalla	Benalla	Australia	false
BLO	Blonduos	Blonduos	Iceland	false
BLP	Bellavista	Bellavista	Peru	false
BLQ	Guglielmo Marconi	Bologna	Italy	true
BLR	Kempegowda International Airport	Bangalore	India	true
BLS	Bollon	Bollon	Australia	false
BLT	Blackwater	Blackwater	Australia	false
BLU	Blue Canyon	Blue Canyon	United States	false
BLV	Belleville	Belleville	United States	false
BLX	Belluno	Belluno	Italy	false
BLY	Belmullet	Belmullet	Ireland	false
BLZ	Chileka	Blantyre	Malawi	false
BMA	Bromma	Stockholm	Sweden	false
BMB	Bumba	Bumba	Democratic Republic of the Congo	false
BMC	Brigham City	Brigham City	United States	false
BMD	Belo	Belo	Madagascar	false
BME	Broome	Broome	Australia	false
BMF	Bakouma	Bakouma	Central African Republic	false
BMG	Bloomington	Bloomington	United States	false
BMH	Bomai	Bomai	Papua New Guinea	false
BMI	Central Illinois Regional Airport at Bloomington-Normal	Bloomington	United States	false
BMJ	Baramita	Baramita	Guyana	false
BMK	Borkum	Borkum	Germany	false
BML	Berlin Municipal Airport	Berlin	United States	false
BMM	Bitam	Bitam	Gabon	false
BMN	Bamerny	Bamerny	Iraq	false
BMO	Bhamo	Bhamo	Myanmar	false
BMP	Brampton Island	Brampton Island	Australia	false
BMQ	Bamburi	Bamburi	Kenya	false
BMR	Baltrum	Baltrum Island	Germany	false
BMS	Brumado	Brumado	Brazil	false
BMT	Beaumont Municipalcipal	Beaumont	United States	false
BMU	Bima	Bima	Indonesia	false
BMV	Phung-Duc	Banmethuot	Vietnam	true
BMW	Bordj Badji Mokhtar	Bordj Badji Mokhtar	Algeria	false
BMX	Big Mountain	Big Mountain	United States	false
BMY	Belep Island	Belep Island	New Caledonia	false
BMZ	Bamu	Bamu	Papua New Guinea	false
BNA	Nashville International	Nashville	United States	true
BNB	Boende	Boende	Democratic Republic of the Congo	false
BNC	Beni	Beni	Democratic Republic of the Congo	false
BND	Bandar Abbas	Bandar Abbas	Iran	false
BNE	Brisbane International	Brisbane	Australia	true
BNF	Warm Spring Bay SPB	Baranof	United States	false
BNG	Banning	Banning	United States	false
BNH	Barnes	Hartford	United States	false
BNI	Benin City	Benin City	Nigeria	false
BNK	Ballina Byron Gateway	Ballina	Australia	false
BNL	Barnwell Regional	Barnwell	United States	false
BNM	Bodinumu	Bodinumu	Papua New Guinea	false
BNN	Bronnoy	Bronnoysund	Norway	false
BNO	Burns	Burns	United States	false
BNP	Bannu	Bannu	Pakistan	false
BNR	Banfora	Banfora	Burkina Faso	false
BNS	Barinas	Barinas	Venezuela	false
BNT	Bundi	Bundi	Papua New Guinea	false
BNU	Blumenau	Blumenau	Brazil	false
BNW	Boone	Boone	United States	false
BNX	Banja Luka	Banja Luka	Bosnia and Herzegovina	false
BNY	Bellona	Bellona	Solomon Islands	false
BOA	Boma	Boma	Democratic Republic of the Congo	false
BOB	Motu Mute	Bora Bora	French Polynesia	false
BOC	Bocas Del Toro	Bocas Del Toro	Panama	false
BOD	Merignac	Bordeaux	France	true
BOE	Boundji	Boundji	Republic of the Congo	false
BOF	Bolling AFB	Washington	United States	false
BOG	El Dorado International	Bogota	Colombia	true
BOH	Bournemouth International	Bournemouth	United Kingdom	true
BOI	Boise Air Terminal/Gowen Field	Boise	United States	false
BOJ	Burgas	Bourgas	Bulgaria	true
BOK	Brookings State	Brookings	United States	false
BOL	Ballykelly	Ballykelly	United Kingdom	false
BOM	Chhatrapati Shivaji Maharaj	Mumbai	India	true
BON	Flamingo International	Kralendijk	Bonaire, Saint Eustatius and Saba	false
BOO	Bodo	Bodo	Norway	false
BOP	Bouar	Bouar	Central African Republic	false
BOS	Logan International	Boston	United States	true
BOT	Boset	Boset	Papua New Guinea	false
BOU	Bourges	Bourges	France	false
BOV	Boang	Boang	Papua New Guinea	false
BOW	Bartow	Bartow	United States	false
BOX	Borroloola	Borroloola	Australia	false
BOY	Borgo	Bobo Dioulasso	Burkina Faso	false
BOZ	Bozoum	Bozoum	Central African Republic	false
BPB	Boridi	Boridi	Papua New Guinea	false
BPC	Bamenda	Bamenda	Cameroon	false
BPD	Bapi	Bapi	Papua New Guinea	false
BPE	Bagan	Bagan	Myanmar	false
BPF	Batuna Aerodrome	Batuna	Solomon Islands	false
BPG	Barra Do Garcas	Barra Do Garcas	Brazil	false
BPH	Bislig	Bislig	Philippines	false
BPI	Big Piney-marbleton	Big Piney	United States	false
BPK	Biangabip	Biangabip	Papua New Guinea	false
BPL	Alashankou	Bole	China	false
BPM	Begumpet	Hyderabad	India	false
BPN	Sultan Aji Muhammad Sulaiman Sepinggan International Airport	Balikpapan	Indonesia	true
BPO	Bo'ao Railway Station	Bo'ao	China	false
BPS	Porto Seguro	Porto Seguro	Brazil	false
BPT	Jefferson County	Beaumont	United States	false
BPU	Beppu	Beppu	Japan	false
BPX	Bangda	Bangda	China	false
BPY	Besalampy	Besalampy	Madagascar	false
BQA	Baler	Baler	Philippines	false
BQB	Bussellton	Bussellton	Australia	false
BQE	Bubaque	Bubaque	Guinea-Bissau	false
BQG	Bogorodskoye	Bogorodskoye	Russia	false
BQH	Biggin Hill	London	United Kingdom	false
BQI	Bagani	Bagani	Namibia	false
BQJ	Batagay	Batagay	Russia	false
BQK	Glynco Jetport	Brunswick	United States	false
BQL	Boulia	Boulia	Australia	false
BQN	Borinquen	Aguadilla	Puerto Rico	false
BQO	Bouna	Bouna	Ivory Coast	false
BQQ	Barra	Barra	Brazil	false
BQS	Ignatyevo	Blagoveschensk	Russia	true
BQT	Brest	Brest	Belarus	false
BQU	J. F. Mitchell	Bequia	Saint Vincent and the Grenadines	false
BQV	Bartlett SPB	Gustavus	United States	false
BQW	Balgo Hills	Balgo Hills	Australia	false
BRA	Barreiras	Barreiras	Brazil	false
BRB	Barreirinhas	Barreirinhas	Brazil	false
BRC	International	San Carlos DeBariloche	Argentina	true
BRD	Brainerd Lakes Regional	Brainerd	United States	false
BRE	Bremen	Bremen	Germany	false
BRF	Bradford	Leeds	United Kingdom	false
BRH	Brahman	Brahman	Papua New Guinea	false
BRI	Palese	Bari	Italy	true
BRJ	Bright	Bright	Australia	false
BRK	Bourke	Bourke	Australia	false
BRL	Burlington	Burlington	United States	false
BRM	Barquisimeto	Barquisimeto	Venezuela	false
BRN	Belp	Berne	Switzerland	false
BRO	South Padre Is. International	Brownsville	United States	false
BRP	Biaru	Biaru	Papua New Guinea	false
BRQ	Turany	Brno	Czech Republic	true
BRR	North Bay	Barra	United Kingdom	false
BRS	Bristol	Bristol	United Kingdom	true
BRT	Bathurst Island	Bathurst Island	Australia	false
BRU	Brussels Airport	Brussels	Belgium	true
BRV	Bremerhaven	Bremerhaven	Germany	false
BRW	Wiley Post/W.Rogers M	Barrow	United States	false
BRX	Barahona	Barahona	Dominican Republic	false
BRY	Samuels Field	Bardstown	United States	false
BRZ	Borotou	Borotou	Italy	false
BSA	Bossaso	Bossaso	Somalia	false
BSB	Presidente Juscelino Kubitschek	Brasilia	Brazil	true
BSC	Bahia Solano	Bahia Solano	Colombia	false
BSD	Baoshan	Baoshan	China	false
BSE	Sematan	Sematan	Malaysia	false
BSF	Bradshaw AAF	Pohakuloa	United States	false
BSG	Bata	Bata	Equatorial Guinea	false
BSH	Brighton	Brighton	United Kingdom	false
BSI	Blairsville	Blairsville	United States	false
BSJ	Bairnsdale	Bairnsdale	Australia	false
BSK	Mohamed Boudiaf	Biskra	Algeria	false
BSL	Euroairport Swiss	Mulhouse	Switzerland	true
BSM	Bishe-kola	Bishe-kola	Iran	false
BSN	Bossangoa	Bossangoa	Central African Republic	false
BSO	Basco	Basco	Philippines	false
BSP	Bensbach	Bensbach	Papua New Guinea	false
BSQ	Bisbee Municipal Airport	Bisbee	United States	false
BSR	International	Basra	Iraq	false
BSS	Balsas	Balsas	Brazil	false
BST	Bost	Bost	Afghanistan	false
BSU	Basankusu	Basankusu	Democratic Republic of the Congo	false
BSV	Besakoa	Besakoa	Madagascar	false
BSW	Boswell Bay	Boswell Bay	United States	false
BSX	Bassein	Bassein	Myanmar	false
BSY	Bardera	Bardera	Somalia	false
BSZ	Manas	Bishkek	Kyrgyzstan	true
BTA	Bertoua	Yaoundé	Cameroon	false
BTB	Betou	Betou	Republic of the Congo	false
BTC	Batticaloa	Batticaloa	Sri Lanka	false
BTD	Brunette Downs	Brunette Downs	Australia	false
BTE	Bonthe	Bonthe	Sierra Leone	false
BTF	Salt Lake Skypark	Bountiful	United States	false
BTG	Batangafo	Batangafo	Central African Republic	false
BTH	Hang Nadim	Batam	Indonesia	false
BTI	Barter Island	Barter Island	United States	false
BTJ	Sultan Iskandarmuda Airport	Banda Aceh	Indonesia	false
BTK	Bratsk	Bratsk	Russia	false
BTL	WK Kellogg Regional	Battle Creek	United States	false
BTM	Bert Mooney Airport	Butte	United States	false
BTN	Bennettsville	Bennettsville	United States	false
BTO	Botopasie	Botopasie	Suriname	false
BTP	Butler County - Kenny Scholter Field	Butler	United States	false
BTQ	Butare	Butare	Rwanda	false
BTR	Ryan	Baton Rouge	United States	false
BTS	M.R. Stefanik	Bratislava	Slovakia	false
BTT	Bettles	Bettles	United States	false
BTU	Bintulu	Bintulu	Malaysia	false
BTV	Burlington International	Burlington	United States	false
BTW	Batu Licin	Batu Licin	Indonesia	false
BTX	Betoota	Betoota	Australia	false
BTY	Beatty	Beatty	United States	false
BUA	Buka	Buka	Papua New Guinea	false
BUB	Municipal	Burwell	United States	false
BUC	Burketown	Burketown	Australia	false
BUD	Liszt Ferenc International	Budapest	Hungary	true
BUF	Buffalo Niagara International	Buffalo	United States	false
BUG	Gen V Deslandes	Benguela	Angola	false
BUI	Bokondini	Bokondini	Indonesia	false
BUJ	Ain Eddis	Boussaada	Algeria	false
BUK	Albuq	Albuq	Yemen	false
BUL	Bulolo	Bulolo	Papua New Guinea	false
BUM	Butler	Butler	United States	false
BUN	Buenaventura	Buenaventura	Colombia	false
BUO	Burao	Burao	Somalia	false
BUP	Bhatinda	Bhatinda	India	false
BUQ	Joshua M. Nkomo International	Bulawayo	Zimbabwe	true
BUR	Bob Hope	Burbank	United States	false
BUS	Batumi	Batumi	Georgia	true
BUV	Bella Union	Bella Union	Uruguay	false
BUW	Baubau	Baubau	Indonesia	false
BUX	Bunia	Bunia	Democratic Republic of the Congo	false
BUY	Bunbury	Bunbury	Australia	false
BUZ	Bushehr	Bushehr	Iran	false
BVA	Beauvais-Tille	Paris	France	false
BVB	Boa Vista	Boa Vista	Brazil	false
BVC	Rabil	Boa Vista	Cape Verde	false
BVD	Sea Port	Beaver Inlet	United States	false
BVE	Laroche	Brive-La-Gaillarde	France	false
BVG	Berlevag	Berlevag	Norway	false
BVH	Vilhena	Vilhena	Brazil	false
BVI	Birdsville	Birdsville	Australia	false
BVL	Baures	Baures	Bolivia	false
BVM	Belmonte	Belmonte	Brazil	false
BVO	Bartlesville	Bartlesville	United States	false
BVR	Esperadinha	Brava	Cape Verde	false
BVS	Breves	Breves	Brazil	false
BVU	Beluga	Beluga	United States	false
BVV	Burevestnik AFB	Iturup Island	Russia	false
BVX	Municipal	Batesville	United States	false
BVY	Beverly Municipal Airport	Beverly	United States	false
BVZ	Beverley Springs	Beverley Springs	Australia	false
BWA	Bhairawa	Bhairawa	Nepal	false
BWB	Barrow Island	Barrow Island	Australia	false
BWC	Brawley	Brawley	United States	false
BWD	Brownwood	Brownwood	United States	false
BWE	Braunschweig	Braunschweig	Germany	false
BWF	Walney Island	Barrow-In-Furness	United Kingdom	false
BWG	Warren County	Bowling Green	United States	false
BWH	Butterworth	Butterworth	Malaysia	false
BWI	Baltimore/Washington International Thurgood Marshall	Baltimore	United States	false
BWJ	Bawan	Bawan	Papua New Guinea	false
BWK	Brac	Bol	Croatia	false
BWL	Blackwell	Blackwell	United States	false
BWM	Bowman	Bowman	United States	false
BWN	Bandar Seri Begwan International Airport	Bandar Seri Begawan	Brunei	false
BWO	Balakovo	Balakovo	Russia	false
BWP	Bewani	Bewani	Papua New Guinea	false
BWQ	Brewarrina	Brewarrina	Australia	false
BWT	Burnie Wynyard	Burnie	Australia	false
BWU	Sydney Bankstown	Sydney	Australia	false
BWW	Las Brujas	Cayo Las Brujas	Cuba	false
BXA	George R Carr	Bogalusa	United States	false
BXB	Babo	Babo	Indonesia	false
BXC	Boxborough	Boxborough	United States	false
BXD	Bade	Bade	Indonesia	false
BXE	Bakel	Bakel	Senegal	false
BXF	Belburn	Belburn	Australia	false
BXG	Bendigo	Bendigo	Australia	false
BXH	Balhash	Balhash	Kazakhstan	false
BXI	Boundiali	Boundiali	Ivory Coast	false
BXJ	Burundai	Almaty	Kazakhstan	false
BXK	Buckeye Municipal	Buckeye	United States	false
BXL	Blue Lagoon	Blue Lagoon	Fiji	false
BXM	Batom	Batom	Indonesia	false
BXN	Imsik	Milas	Turkey	false
BXO	Buochs	Buochs	Switzerland	false
BXP	Biala Podlaska	Biala Podlaska	Poland	false
BXR	Bam	Bam	Iran	false
BXS	Borrego Springs	Borrego Springs	United States	false
BXT	Bontang	Bontang	Indonesia	false
BXU	Butuan	Butuan	Philippines	false
BXV	Breiddalsvik	Breiddalsvik	Iceland	false
BXX	Borama International	Borama	Somalia	false
BXZ	Bunsil	Bunsil	Papua New Guinea	false
BYA	Boundary	Boundary	United States	false
BYB	Dibaa	Dibaa	Oman	false
BYC	Yacuiba	Yacuiba	Bolivia	false
BYD	Beidah	Beidah	Yemen	false
BYF	Bray	Albert	France	false
BYG	Municipal	Buffalo	United States	false
BYH	Blytheville AFB	Blytheville	United States	false
